地点番号,管区コード,アメダス府県コード,観測所区分,カナ地点名,緯度,経度,漢字地点名,漢字官署名,都道府県振興局名,block_no,latitude,longtitude,府県名,番号
426,1,22,8,ｳﾗｶﾜ,420970,1424660,浦河,室蘭地方気象台,日高振興,47426,42.16166666666667,142.77666666666667,,
428,1,24,5,ｴｻｼ,415200,1400740,江差,江差測候所,檜山支庁,47428,41.86666666666667,140.12333333333333,,
428,1,24,8,ｴｻｼ,415200,1400740,江差,函館海洋気象台,檜山支庁,47428,41.86666666666667,140.12333333333333,,
428,1,24,8,ｴｻｼ,415200,1400740,江差,函館海洋気象台,檜山振興,47428,41.86666666666667,140.12333333333333,,
428,1,24,8,ｴｻｼ,415200,1400740,江差,函館地方気象台,檜山振興,47428,41.86666666666667,140.12333333333333,,
429,1,23,5,ﾓﾘ,420610,1403370,森,森測候所,渡島支庁,47429,42.10166666666667,140.56166666666667,,
429,1,23,5,ﾓﾘ,420640,1403440,森,森測候所,渡島支庁,47429,42.10666666666667,140.57333333333332,,
430,1,23,3,ﾊｺﾀﾞﾃ,414900,1404520,函館,函館海洋気象台,渡島支庁,47430,41.81666666666667,140.75333333333333,,
430,1,23,3,ﾊｺﾀﾞﾃ,414900,1404520,函館,函館海洋気象台,渡島総合,47430,41.81666666666667,140.75333333333333,,
430,1,23,4,ﾊｺﾀﾞﾃ,414900,1404520,函館,函館地方気象台,渡島総合,47430,41.81666666666667,140.75333333333333,,
433,1,16,5,ｸﾂﾁﾔﾝ,425410,1404470,倶知安,倶知安測候所,後志支庁,47433,42.901666666666664,140.745,,
433,1,16,5,ｸﾂﾁﾔﾝ,425400,1404540,倶知安,倶知安測候所,後志支庁,47433,42.9,140.75666666666666,,
433,1,16,8,ｸﾂﾁﾔﾝ,425400,1404540,倶知安,札幌管区気象台,後志支庁,47433,42.9,140.75666666666666,,
433,1,16,8,ｸﾂﾁﾔﾝ,425400,1404540,倶知安,札幌管区気象台,後志総合,47433,42.9,140.75666666666666,,
435,1,17,5,ﾓﾝﾍﾞﾂ,442070,1432130,紋別,紋別測候所,網走支庁,47435,44.345,143.355,,
435,1,17,8,ﾓﾝﾍﾞﾂ,442070,1432130,紋別,網走地方気象台,網走支庁,47435,44.345,143.355,,
435,1,17,8,ﾓﾝﾍﾞﾂ,442070,1432130,紋別,網走地方気象台,オホーツ,47435,44.345,143.355,,
440,1,20,5,ﾋﾛｵ,421760,1431890,広尾,広尾測候所,十勝支庁,47440,42.29333333333334,143.315,,
440,1,20,8,ﾋﾛｵ,421760,1431890,広尾,釧路地方気象台,十勝支庁,47440,42.29333333333334,143.315,,
440,1,20,8,ﾋﾛｵ,421760,1431890,広尾,釧路地方気象台,十勝総合,47440,42.29333333333334,143.315,,
440,1,20,8,ﾋﾛｵ,421760,1431900,広尾,釧路地方気象台,十勝総合,47440,42.29333333333334,143.31666666666666,,
512,2,33,5,ｵｵﾌﾅﾄ,390380,1414280,大船渡,大船渡測候所,岩手県,47512,39.06333333333333,141.71333333333334,岩手県,33.0
512,2,33,8,ｵｵﾌﾅﾄ,390380,1414280,大船渡,盛岡地方気象台,岩手県,47512,39.06333333333333,141.71333333333334,岩手県,33.0
520,2,35,5,ｼﾝｼﾞﾖｳ,384540,1401870,新庄,新庄測候所,山形県,47520,38.75666666666667,140.31166666666667,山形県,35.0
520,2,35,8,ｼﾝｼﾞﾖｳ,384540,1401870,新庄,山形地方気象台,山形県,47520,38.75666666666667,140.31166666666667,山形県,35.0
570,2,36,5,ﾜｶﾏﾂ,372930,1395460,若松,若松測候所,福島県,47570,37.48833333333334,139.91,福島県,36.0
570,2,36,8,ﾜｶﾏﾂ,372930,1395460,若松,福島地方気象台,福島県,47570,37.48833333333334,139.91,福島県,36.0
574,2,31,5,ﾌｶｳﾗ,403870,1395590,深浦,深浦測候所,青森県,47574,40.645,139.93166666666667,青森県,31.0
574,2,31,8,ﾌｶｳﾗ,403870,1395590,深浦,青森地方気象台,青森県,47574,40.645,139.93166666666667,青森県,31.0
575,2,31,4,ｱｵﾓﾘ,404910,1404670,青森,青森地方気象台,青森県,47575,40.818333333333335,140.77833333333334,青森県,31.0
575,2,31,4,ｱｵﾓﾘ,404930,1404610,青森,青森地方気象台,青森県,47575,40.821666666666665,140.76833333333335,青森県,31.0
576,2,31,5,ﾑﾂ,411700,1411260,むつ,むつ測候所,青森県,47576,41.28333333333333,141.21,青森県,31.0
576,2,31,8,ﾑﾂ,411700,1411260,むつ,青森地方気象台,青森県,47576,41.28333333333333,141.21,青森県,31.0
581,2,31,5,ﾊﾁﾉﾍ,403160,1413130,八戸,八戸測候所,青森県,47581,40.526666666666664,141.52166666666668,青森県,31.0
581,2,31,8,ﾊﾁﾉﾍ,403160,1413130,八戸,青森地方気象台,青森県,47581,40.526666666666664,141.52166666666668,青森県,31.0
582,2,32,4,ｱｷﾀ,394300,1400590,秋田,秋田地方気象台,秋田県,47582,39.71666666666667,140.09833333333333,秋田県,32.0
584,2,33,4,ﾓﾘｵｶ,394190,1410990,盛岡,盛岡地方気象台,岩手県,47584,39.69833333333333,141.165,岩手県,33.0
585,2,33,5,ﾐﾔｺ,393880,1415790,宮古,宮古測候所,岩手県,47585,39.64666666666667,141.965,岩手県,33.0
585,2,33,8,ﾐﾔｺ,393880,1415790,宮古,盛岡地方気象台,岩手県,47585,39.64666666666667,141.965,岩手県,33.0
587,2,35,5,ｻｶﾀ,385450,1395060,酒田,酒田測候所,山形県,47587,38.90833333333333,139.84333333333333,山形県,35.0
587,2,35,8,ｻｶﾀ,385450,1395060,酒田,山形地方気象台,山形県,47587,38.90833333333333,139.84333333333333,山形県,35.0
588,2,35,4,ﾔﾏｶﾞﾀ,381530,1402070,山形,山形地方気象台,山形県,47588,38.255,140.345,山形県,35.0
590,2,34,1,ｾﾝﾀﾞｲ,381570,1405380,仙台,仙台管区気象台,宮城県,47590,38.26166666666666,140.89666666666668,宮城県,34.0
592,2,34,5,ｲｼﾉﾏｷ,382560,1411790,石巻,石巻測候所,宮城県,47592,38.42666666666667,141.29833333333335,宮城県,34.0
592,2,34,8,ｲｼﾉﾏｷ,382560,1411790,石巻,仙台管区気象台,宮城県,47592,38.42666666666667,141.29833333333335,宮城県,34.0
595,2,36,4,ﾌｸｼﾏ,374550,1402820,福島,福島地方気象台,福島県,47595,37.75833333333333,140.47,福島県,36.0
597,2,36,5,ｼﾗｶﾜ,370710,1401280,白河,白河測候所,福島県,47597,37.11833333333333,140.21333333333334,福島県,36.0
597,2,36,5,ｼﾗｶﾜ,370790,1401290,白河,白河測候所,福島県,47597,37.13166666666667,140.215,福島県,36.0
597,2,36,8,ｼﾗｶﾜ,370790,1401290,白河,福島地方気象台,福島県,47597,37.13166666666667,140.215,福島県,36.0
598,2,36,5,ｵﾅﾊﾏ,365680,1405420,小名浜,小名浜測候所,福島県,47598,36.946666666666665,140.90333333333334,福島県,36.0
598,2,36,8,ｵﾅﾊﾏ,365680,1405420,小名浜,福島地方気象台,福島県,47598,36.946666666666665,140.90333333333334,福島県,36.0
600,3,56,5,ﾜｼﾞﾏ,372350,1365370,輪島,輪島測候所,石川県,47600,37.391666666666666,136.895,石川県,56.0
600,3,56,8,ﾜｼﾞﾏ,372350,1365370,輪島,金沢地方気象台,石川県,47600,37.391666666666666,136.895,石川県,56.0
600,3,56,8,ﾜｼﾞﾏ,372340,1365370,輪島,金沢地方気象台,石川県,47600,37.39,136.895,石川県,56.0
602,3,54,5,ｱｲｶﾜ,380110,1381480,相川,相川測候所,新潟県,47602,38.01833333333333,138.24666666666667,新潟県,54.0
602,3,54,5,ｱｲｶﾜ,380170,1381440,相川,相川測候所,新潟県,47602,38.028333333333336,138.24,新潟県,54.0
602,3,54,8,ｱｲｶﾜ,380170,1381440,相川,新潟地方気象台,新潟県,47602,38.028333333333336,138.24,新潟県,54.0
604,3,54,2,ﾆｲｶﾞﾀ,375470,1390280,新潟,新潟地方気象台,新潟県,47604,37.91166666666667,139.04666666666665,新潟県,54.0
604,3,54,2,ﾆｲｶﾞﾀ,375360,1390110,新潟,新潟地方気象台,新潟県,47604,37.89333333333333,139.01833333333335,新潟県,54.0
605,3,56,4,ｶﾅｻﾞﾜ,363310,1363880,金沢,金沢地方気象台,石川県,47605,36.55166666666667,136.64666666666668,石川県,56.0
605,3,56,4,ｶﾅｻﾞﾜ,363530,1363800,金沢,金沢地方気象台,石川県,47605,36.58833333333333,136.63333333333333,石川県,56.0
606,3,55,5,ﾌｼｷ,364750,1370330,伏木,伏木測候所,富山県,47606,36.791666666666664,137.055,富山県,55.0
606,3,55,8,ﾌｼｷ,364750,1370330,伏木,富山地方気象台,富山県,47606,36.791666666666664,137.055,富山県,55.0
607,3,55,4,ﾄﾔﾏ,364250,1371210,富山,富山地方気象台,富山県,47607,36.708333333333336,137.20166666666665,富山県,55.0
610,3,48,4,ﾅｶﾞﾉ,363970,1381150,長野,長野地方気象台,長野県,47610,36.66166666666667,138.19166666666666,長野県,48.0
612,3,54,5,ﾀｶﾀﾞ,370640,1381480,高田,高田測候所,新潟県,47612,37.10666666666667,138.24666666666667,新潟県,54.0
612,3,54,8,ﾀｶﾀﾞ,370640,1381480,高田,新潟地方気象台,新潟県,47612,37.10666666666667,138.24666666666667,新潟県,54.0
615,3,41,4,ｳﾂﾉﾐﾔ,363290,1395210,宇都宮,宇都宮地方気象台,栃木県,47615,36.54833333333333,139.86833333333334,栃木県,41.0
616,3,57,4,ﾌｸｲ,360330,1361330,福井,福井地方気象台,福井県,47616,36.055,136.22166666666666,福井県,57.0
617,3,52,5,ﾀｶﾔﾏ,360930,1371520,高山,高山測候所,岐阜県,47617,36.155,137.25333333333333,岐阜県,52.0
617,3,52,8,ﾀｶﾔﾏ,360930,1371520,高山,岐阜地方気象台,岐阜県,47617,36.155,137.25333333333333,岐阜県,52.0
618,3,48,5,ﾏﾂﾓﾄ,361470,1375820,松本,松本測候所,長野県,47618,36.245,137.97,長野県,48.0
618,3,48,8,ﾏﾂﾓﾄ,361470,1375820,松本,長野地方気象台,長野県,47618,36.245,137.97,長野県,48.0
618,3,48,8,ﾏﾂﾓﾄ,361480,1375820,松本,長野地方気象台,長野県,47618,36.24666666666667,137.97,長野県,48.0
620,3,48,5,ｽﾜ,360270,1380650,諏訪,諏訪測候所,長野県,47620,36.045,138.10833333333332,長野県,48.0
620,3,48,8,ｽﾜ,360270,1380650,諏訪,長野地方気象台,長野県,47620,36.045,138.10833333333332,長野県,48.0
622,3,48,5,ｶﾙｲｻﾞﾜ,362050,1383280,軽井沢,軽井沢測候所,長野県,47622,36.34166666666667,138.54666666666665,長野県,48.0
622,3,48,8,ｶﾙｲｻﾞﾜ,362050,1383280,軽井沢,長野地方気象台,長野県,47622,36.34166666666667,138.54666666666665,長野県,48.0
624,3,42,4,ﾏｴﾊﾞｼ,362430,1390360,前橋,前橋地方気象台,群馬県,47624,36.405,139.06,群馬県,42.0
626,3,43,4,ｸﾏｶﾞﾔ,360900,1392280,熊谷,熊谷地方気象台,埼玉県,47626,36.15,139.38,埼玉県,43.0
629,3,40,4,ﾐﾄ,362280,1402800,水戸,水戸地方気象台,茨城県,47629,36.38,140.46666666666667,茨城県,40.0
631,3,57,5,ﾂﾙｶﾞ,353920,1360370,敦賀,敦賀測候所,福井県,47631,35.653333333333336,136.06166666666667,福井県,57.0
631,3,57,8,ﾂﾙｶﾞ,353920,1360370,敦賀,福井地方気象台,福井県,47631,35.653333333333336,136.06166666666667,福井県,57.0
632,3,52,4,ｷﾞﾌ,352400,1364570,岐阜,岐阜地方気象台,岐阜県,47632,35.4,136.76166666666666,岐阜県,52.0
636,3,51,2,ﾅｺﾞﾔ,351000,1365790,名古屋,名古屋地方気象台,愛知県,47636,35.166666666666664,136.965,愛知県,51.0
637,3,48,5,ｲｲﾀﾞ,353140,1374930,飯田,飯田測候所,長野県,47637,35.52333333333333,137.82166666666666,長野県,48.0
637,3,48,8,ｲｲﾀﾞ,353140,1374930,飯田,長野地方気象台,長野県,47637,35.52333333333333,137.82166666666666,長野県,48.0
638,3,49,4,ｺｳﾌ,354000,1383320,甲府,甲府地方気象台,山梨県,47638,35.666666666666664,138.55333333333334,山梨県,49.0
639,3,50,5,ﾌｼﾞｻﾝ,352110,1384380,富士山,富士山測候所,静岡県,47639,35.35166666666667,138.73,静岡県,50.0
639,3,50,5,ﾌｼﾞｻﾝ,352160,1384360,富士山,富士山測候所,静岡県,47639,35.36,138.72666666666666,静岡県,50.0
639,3,50,8,ﾌｼﾞｻﾝ,352160,1384360,富士山,東京管区気象台,静岡県,47639,35.36,138.72666666666666,静岡県,50.0
640,3,49,5,ｶﾜｸﾞﾁｺ,353000,1384560,河口湖,河口湖測候所,山梨県,47640,35.5,138.76,山梨県,49.0
640,3,49,8,ｶﾜｸﾞﾁｺ,353000,1384560,河口湖,甲府地方気象台,山梨県,47640,35.5,138.76,山梨県,49.0
641,3,43,5,ﾁﾁﾌﾞ,355940,1390440,秩父,秩父測候所,埼玉県,47641,35.99,139.07333333333332,埼玉県,43.0
641,3,43,8,ﾁﾁﾌﾞ,355940,1390440,秩父,熊谷地方気象台,埼玉県,47641,35.99,139.07333333333332,埼玉県,43.0
646,8,40,7,ﾀﾃﾉ,360310,1400780,館野,高層気象台,茨城県,47646,36.05166666666667,140.13,茨城県,40.0
646,8,40,7,ﾀﾃﾉ,360340,1400750,館野,高層気象台,茨城県,47646,36.056666666666665,140.125,茨城県,40.0
648,3,45,4,ﾁﾖｳｼ,354430,1405140,銚子,銚子地方気象台,千葉県,47648,35.73833333333333,140.85666666666665,千葉県,45.0
649,3,53,5,ｳｴﾉ,344570,1360850,上野,上野測候所,三重県,47649,34.76166666666667,136.14166666666668,三重県,53.0
649,3,53,8,ｳｴﾉ,344570,1360850,上野,津地方気象台,三重県,47649,34.76166666666667,136.14166666666668,三重県,53.0
651,3,53,4,ﾂ,344400,1363110,津,津地方気象台,三重県,47651,34.733333333333334,136.51833333333335,三重県,53.0
653,3,51,5,ｲﾗｺ,343770,1370560,伊良湖,伊良湖測候所,愛知県,47653,34.62833333333333,137.09333333333333,愛知県,51.0
653,3,51,8,ｲﾗｺ,343770,1370560,伊良湖,名古屋地方気象台,愛知県,47653,34.62833333333333,137.09333333333333,愛知県,51.0
654,3,50,5,ﾊﾏﾏﾂ,344250,1374310,浜松,浜松測候所,静岡県,47654,34.708333333333336,137.71833333333333,静岡県,50.0
654,3,50,8,ﾊﾏﾏﾂ,344250,1374310,浜松,静岡地方気象台,静岡県,47654,34.708333333333336,137.71833333333333,静岡県,50.0
654,3,50,8,ﾊﾏﾏﾂ,344520,1374270,浜松,静岡地方気象台,静岡県,47654,34.75333333333333,137.71166666666667,静岡県,50.0
655,3,50,5,ｵﾏｴｻﾞｷ,343620,1381270,御前崎,御前崎測候所,静岡県,47655,34.60333333333333,138.21166666666667,静岡県,50.0
655,3,50,8,ｵﾏｴｻﾞｷ,343620,1381270,御前崎,静岡地方気象台,静岡県,47655,34.60333333333333,138.21166666666667,静岡県,50.0
655,3,50,8,ｵﾏｴｻﾞｷ,343620,1381280,御前崎,静岡地方気象台,静岡県,47655,34.60333333333333,138.21333333333334,静岡県,50.0
656,3,50,4,ｼｽﾞｵｶ,345850,1382420,静岡,静岡地方気象台,静岡県,47656,34.975,138.40333333333334,静岡県,50.0
657,3,50,5,ﾐｼﾏ,350680,1385550,三島,三島測候所,静岡県,47657,35.11333333333334,138.925,静岡県,50.0
657,3,50,8,ﾐｼﾏ,350680,1385550,三島,静岡地方気象台,静岡県,47657,35.11333333333334,138.925,静岡県,50.0
662,3,44,1,ﾄｳｷﾖｳ,354140,1394560,東京,東京管区気象台,東京都,47662,35.69,139.76,東京都,44.0
662,3,44,1,ﾄｳｷﾖｳ,354150,1394500,東京,東京管区気象台,東京都,47662,35.69166666666667,139.75,東京都,44.0
663,3,53,5,ｵﾜｾ,340420,1361160,尾鷲,尾鷲測候所,三重県,47663,34.07,136.19333333333333,三重県,53.0
663,3,53,8,ｵﾜｾ,340420,1361160,尾鷲,津地方気象台,三重県,47663,34.07,136.19333333333333,三重県,53.0
663,3,53,8,ｵﾜｾ,340410,1361160,尾鷲,津地方気象台,三重県,47663,34.068333333333335,136.19333333333333,三重県,53.0
666,3,50,5,ｲﾛｳｻﾞｷ,343620,1385050,石廊崎,石廊崎測候所,静岡県,47666,34.60333333333333,138.84166666666667,静岡県,50.0
666,3,50,8,ｲﾛｳｻﾞｷ,343620,1385050,石廊崎,静岡地方気象台,静岡県,47666,34.60333333333333,138.84166666666667,静岡県,50.0
668,3,50,5,ｱｼﾞﾛ,350270,1390550,網代,網代測候所,静岡県,47668,35.045,139.09166666666667,静岡県,50.0
668,3,50,8,ｱｼﾞﾛ,350270,1390550,網代,静岡地方気象台,静岡県,47668,35.045,139.09166666666667,静岡県,50.0
670,3,46,4,ﾖｺﾊﾏ,352630,1393910,横浜,横浜地方気象台,神奈川県,47670,35.43833333333333,139.65166666666667,神奈川県,46.0
672,3,45,5,ﾀﾃﾔﾏ,345920,1395190,館山,館山測候所,千葉県,47672,34.986666666666665,139.865,千葉県,45.0
672,3,45,8,ﾀﾃﾔﾏ,345920,1395190,館山,銚子地方気象台,千葉県,47672,34.986666666666665,139.865,千葉県,45.0
674,3,45,5,ｶﾂｳﾗ,350900,1401870,勝浦,勝浦測候所,千葉県,47674,35.15,140.31166666666667,千葉県,45.0
674,3,45,8,ｶﾂｳﾗ,350900,1401870,勝浦,銚子地方気象台,千葉県,47674,35.15,140.31166666666667,千葉県,45.0
675,3,44,5,ｵｵｼﾏ,344620,1392280,大島,大島測候所,東京都,47675,34.77,139.38,東京都,44.0
675,3,44,5,ｵｵｼﾏ,344490,1392170,大島,大島測候所,東京都,47675,34.748333333333335,139.36166666666668,東京都,44.0
675,3,44,8,ｵｵｼﾏ,344490,1392170,大島,東京管区気象台,東京都,47675,34.748333333333335,139.36166666666668,東京都,44.0
677,3,44,5,ﾐﾔｹｼﾞﾏ,340740,1393130,三宅島,三宅島測候所,東京都,47677,34.123333333333335,139.52166666666668,東京都,44.0
677,3,44,8,ﾐﾔｹｼﾞﾏ,340740,1393130,三宅島,東京管区気象台,東京都,47677,34.123333333333335,139.52166666666668,東京都,44.0
677,3,44,8,ﾐﾔｹｼﾞﾏ,340740,1393120,三宅島,東京管区気象台,東京都,47677,34.123333333333335,139.52,東京都,44.0
678,3,44,5,ﾊﾁｼﾞﾖｳ,330620,1394700,八丈島,八丈島測候所,東京都,47678,33.10333333333333,139.78333333333333,東京都,44.0
678,3,44,5,ﾊﾁｼﾞﾖｳ,330730,1394670,八丈島,八丈島測候所,東京都,47678,33.12166666666667,139.77833333333334,東京都,44.0
678,3,44,8,ﾊﾁｼﾞﾖｳ,330730,1394670,八丈島,東京管区気象台,東京都,47678,33.12166666666667,139.77833333333334,東京都,44.0
682,3,45,5,ﾁﾊﾞ,353610,1400620,千葉,千葉測候所,千葉県,47682,35.60166666666667,140.10333333333332,千葉県,45.0
682,3,45,8,ﾁﾊﾞ,353610,1400620,千葉,銚子地方気象台,千葉県,47682,35.60166666666667,140.10333333333332,千葉県,45.0
684,3,53,5,ﾖﾂｶｲﾁ,345630,1363480,四日市,四日市測候所,三重県,47684,34.93833333333333,136.58,三重県,53.0
684,3,53,8,ﾖﾂｶｲﾁ,345630,1363480,四日市,津地方気象台,三重県,47684,34.93833333333333,136.58,三重県,53.0
684,3,53,8,ﾖﾂｶｲﾁ,345640,1363480,四日市,津地方気象台,三重県,47684,34.94,136.58,三重県,53.0
690,3,41,5,ﾆﾂｺｳ,364430,1393000,日光,日光測候所,栃木県,47690,36.73833333333333,139.5,栃木県,41.0
690,3,41,8,ﾆﾂｺｳ,364430,1393000,日光,宇都宮地方気象台,栃木県,47690,36.73833333333333,139.5,栃木県,41.0
740,4,68,5,ｻｲｺﾞｳ,361220,1332000,西郷,西郷測候所,島根県,47740,36.20333333333333,133.33333333333334,島根県,68.0
740,4,68,8,ｻｲｺﾞｳ,361220,1332000,西郷,松江地方気象台,島根県,47740,36.20333333333333,133.33333333333334,島根県,68.0
741,4,68,4,ﾏﾂｴ,352740,1330390,松江,松江地方気象台,島根県,47741,35.45666666666666,133.065,島根県,68.0
742,4,69,5,ｻｶｲ,353260,1331410,境,境測候所,鳥取県,47742,35.54333333333334,133.235,鳥取県,69.0
742,4,69,8,ｻｶｲ,353260,1331410,境,鳥取地方気象台,鳥取県,47742,35.54333333333334,133.235,鳥取県,69.0
744,4,69,5,ﾖﾅｺﾞ,352600,1332030,米子,米子測候所,鳥取県,47744,35.43333333333333,133.33833333333334,鳥取県,69.0
744,4,69,8,ﾖﾅｺﾞ,352600,1332030,米子,鳥取地方気象台,鳥取県,47744,35.43333333333333,133.33833333333334,鳥取県,69.0
746,4,69,4,ﾄﾂﾄﾘ,352920,1341430,鳥取,鳥取地方気象台,鳥取県,47746,35.486666666666665,134.23833333333334,鳥取県,69.0
747,4,63,5,ﾄﾖｵｶ,353210,1344930,豊岡,豊岡測候所,兵庫県,47747,35.535,134.82166666666666,兵庫県,63.0
747,4,63,8,ﾄﾖｵｶ,353210,1344930,豊岡,神戸海洋気象台,兵庫県,47747,35.535,134.82166666666666,兵庫県,63.0
747,4,63,8,ﾄﾖｵｶ,353210,1344930,豊岡,神戸地方気象台,兵庫県,47747,35.535,134.82166666666666,兵庫県,63.0
